id,date,contact,description,cashCheckCC,checkNumber,account,debitAmount,creditAmount,refNumber,typeCode,dailyConfirm
22,2021-05-29,,Edit Inventory Item - Ceridwin 1.5 oz,none,0,400.3 - Inventory Adj,20.50,0.00,105,Inventory,0
25,2021-05-29,,Edit Inventory Item - deleteIduna 1.5 oz,none,0,120.0 - Inventory,0.00,3.11,20,Inventory,0
26,2021-05-29,,Edit Inventory Item - deleteIduna 1.5 oz,none,0,400.3 - Inventory Adj,3.11,0.00,20,Inventory,0
27,2021-05-30,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,120.0 - Inventory,0.00,23.68,69,Inventory,0
28,2021-05-30,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,400.3 - Inventory Adj,23.68,0.00,69,Inventory,0
29,2021-05-30,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,120.0 - Inventory,17.76,0.00,69,Inventory,0
30,2021-05-30,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,400.3 - Inventory Adj,0.00,17.76,69,Inventory,0
31,2021-05-30,,Recipe Creation - Labor,none,0,120.0 - Inventory,0.00,0.00,34,Recipe,0
32,2021-05-30,,Recipe Creation - Labor,none,0,220.0 - Labor Production,0.00,0.00,34,Recipe,0
33,2021-05-30,,Edit Inventory Item - Soft Body Wash 12oz,none,0,120.0 - Inventory,0.00,13.38,78,Inventory,0
34,2021-05-30,,Edit Inventory Item - Soft Body Wash 12oz,none,0,400.3 - Inventory Adj,13.38,0.00,78,Inventory,0
35,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,11.54,0.00,91,Inventory,0
36,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,11.54,91,Inventory,0
37,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,1.80,11,Inventory,0
38,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,1.80,0.00,11,Inventory,0
39,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,9.32,32,Inventory,0
40,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,9.32,0.00,32,Inventory,0
41,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,10.37,35,Inventory,0
42,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,10.37,0.00,35,Inventory,0
43,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.52,40,Inventory,0
44,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.52,0.00,40,Inventory,0
45,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,21.24,51,Inventory,0
46,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,21.24,0.00,51,Inventory,0
47,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,3.60,10,Inventory,0
48,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,3.60,0.00,10,Inventory,0
49,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,0.00,64,Inventory,0
50,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,0.00,64,Inventory,0
51,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,5.00,22,Inventory,0
52,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,5.00,0.00,22,Inventory,0
53,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.00,42,Inventory,0
54,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.00,0.00,42,Inventory,0
57,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,26.82,0.00,58,Inventory,0
58,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,26.82,58,Inventory,0
59,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,2.00,0.00,92,Inventory,0
60,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.00,92,Inventory,0
61,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,1.00,93,Inventory,0
62,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,1.00,0.00,93,Inventory,0
63,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,2.88,0.00,5,Inventory,0
64,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.88,5,Inventory,0
65,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,2.90,0.00,53,Inventory,0
66,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.90,53,Inventory,0
67,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.55,63,Inventory,0
68,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.55,0.00,63,Inventory,0
69,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,5.90,88,Inventory,0
70,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,5.90,0.00,88,Inventory,0
71,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,5.90,0.00,88,Inventory,0
72,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,5.90,88,Inventory,0
73,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.88,5,Inventory,0
74,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.88,0.00,5,Inventory,0
75,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.90,53,Inventory,0
76,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.90,0.00,53,Inventory,0
77,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,2.55,0.00,63,Inventory,0
78,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.55,63,Inventory,0
79,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,5.00,0.00,22,Inventory,0
80,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,5.00,22,Inventory,0
81,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,2.00,0.00,42,Inventory,0
82,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.00,42,Inventory,0
85,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,26.82,58,Inventory,0
86,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,26.82,0.00,58,Inventory,0
87,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.00,92,Inventory,0
88,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.00,0.00,92,Inventory,0
89,2021-05-31,,Edit Inventory Item,none,0,120.0 - Inventory,1.00,0.00,93,Inventory,0
90,2021-05-31,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,1.00,93,Inventory,0
120,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,5.90,88,Inventory,0
121,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,5.90,0.00,88,Inventory,0
122,2021-06-02,,Add Inventory Item - Mullien Infusion,none,0,120.0 - Inventory,3.60,0.00,117,Inventory,0
123,2021-06-02,,Add Inventory Item - Mullien Infusion,none,0,400.3 - Inventory Adj,0.00,3.60,117,Inventory,0
124,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,7.52,3,Inventory,0
125,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,7.52,0.00,3,Inventory,0
126,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,5.00,22,Inventory,0
127,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,5.00,0.00,22,Inventory,0
128,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.00,42,Inventory,0
129,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.00,0.00,42,Inventory,0
132,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,26.82,0.00,58,Inventory,0
133,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,26.82,58,Inventory,0
134,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,2.00,0.00,92,Inventory,0
135,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.00,92,Inventory,0
136,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,1.00,93,Inventory,0
137,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,1.00,0.00,93,Inventory,0
138,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,2.88,0.00,5,Inventory,0
139,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.88,5,Inventory,0
140,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,2.90,0.00,53,Inventory,0
141,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.90,53,Inventory,0
142,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.55,63,Inventory,0
143,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.55,0.00,63,Inventory,0
144,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.88,5,Inventory,0
145,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.88,0.00,5,Inventory,0
146,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.90,53,Inventory,0
147,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.90,0.00,53,Inventory,0
148,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,2.55,0.00,63,Inventory,0
149,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,0.00,2.55,63,Inventory,0
150,2021-06-02,,Edit Inventory Item,none,0,120.0 - Inventory,0.00,2.55,63,Inventory,0
151,2021-06-02,,Edit Inventory Item,none,0,400.3 - Inventory Adj,2.55,0.00,63,Inventory,0
168,2021-06-02,,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,7.67,24,Cash,1
169,2021-06-02,,Bank Deposit,none,0,101.1 - Petty Cash,7.67,0.00,24,Cash,1
178,2021-06-05,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,35.00,0.00,34,Sales,1
179,2021-06-05,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,35.00,34,Sales,0
180,2021-06-05,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,13.24,34,Sales,0
181,2021-06-05,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,13.24,0.00,34,Sales,0
182,2021-06-05,,Bank Deposit,none,0,101.0 - Cash Drawer,0.00,103.00,23,Cash,1
183,2021-06-05,,Bank Deposit,none,0,101.1 - Petty Cash,103.00,0.00,23,Cash,1
187,2021-06-05,Farmers Mkt,fees and taxes,none,0,101.1 - Petty Cash,0.00,5.10,21,Cash,0
188,2021-06-05,Farmers Mkt,fees and taxes,none,0,400.7 - Fees COS,5.10,0.00,21,Cash,0
226,2021-06-05,Bank West,Jason rent,none,0,420.1 - Rent Income,0.00,350.00,4,General,0
227,2021-06-05,Bank West,Mtg pmnt,none,0,230.1 - BankWest Mtg Loan,700.00,0.00,4,General,0
228,2021-06-05,Bank West,Western bank ck,none,0,101.2 - Western State Bank - Checking,0.00,350.00,4,General,0
239,2021-06-13,Farmers Mkt,gas,none,0,101.2 - Western State Bank - Checking,0.00,20.01,30,Cash,0
240,2021-06-13,Farmers Mkt,gas,none,0,530.2 - Gas,20.01,0.00,30,Cash,0
241,2021-06-12,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,30.00,0.00,36,Sales,1
242,2021-06-12,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,30.00,36,Sales,0
243,2021-06-12,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,9.00,36,Sales,0
244,2021-06-12,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,9.00,0.00,36,Sales,0
270,2021-06-16,Bank West,Mtg loan as of 060121,none,0,230.1 - BankWest Mtg Loan,0.00,29014.22,7,General,0
271,2021-06-16,Bank West,Mtg loan as of 060121,none,0,300.1 - Pre period adjustments,29014.22,0.00,7,General,0
274,2021-06-18,,Edit Inventory Item - Caridwen 1.5 oz,none,0,120.0 - Inventory,0.00,8.50,7,Inventory,0
275,2021-06-18,,Edit Inventory Item - Caridwen 1.5 oz,none,0,400.3 - Inventory Adj,8.50,0.00,7,Inventory,0
276,2021-06-19,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,76.00,0.00,37,Sales,1
277,2021-06-19,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,80.00,37,Sales,0
278,2021-06-19,Farmers Mkt,Sales Receipt,Cash,0,400.5 - Discounts,4.00,0.00,37,Sales,0
279,2021-06-19,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,24.83,37,Sales,0
280,2021-06-19,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,24.83,0.00,37,Sales,0
301,2021-06-25,,Edit Inventory Item - Almond Oil Sweet 1/2 Oz,none,0,120.0 - Inventory,2.90,0.00,53,Inventory,0
302,2021-06-25,,Edit Inventory Item - Almond Oil Sweet 1/2 Oz,none,0,400.3 - Inventory Adj,0.00,2.90,53,Inventory,0
303,2021-06-25,,Edit Inventory Item - Basil Oil 1/2 oz,none,0,120.0 - Inventory,2.88,0.00,5,Inventory,0
304,2021-06-25,,Edit Inventory Item - Basil Oil 1/2 oz,none,0,400.3 - Inventory Adj,0.00,2.88,5,Inventory,0
305,2021-06-25,,Edit Inventory Item - Lemon Oil 1/2 oz,none,0,120.0 - Inventory,0.00,4.75,80,Inventory,0
306,2021-06-25,,Edit Inventory Item - Lemon Oil 1/2 oz,none,0,400.3 - Inventory Adj,4.75,0.00,80,Inventory,0
307,2021-06-26,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,10.00,0.00,38,Sales,1
308,2021-06-26,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,10.00,38,Sales,0
309,2021-06-26,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,2.30,38,Sales,0
310,2021-06-26,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,2.30,0.00,38,Sales,0
311,2021-07-02,,Add Inventory Item - Flax seed Oil 1/2 oz,none,0,120.0 - Inventory,2.50,0.00,119,Inventory,0
312,2021-07-02,,Add Inventory Item - Flax seed Oil 1/2 oz,none,0,400.3 - Inventory Adj,0.00,2.50,119,Inventory,0
313,2021-07-02,Ariel,Sales Receipt,Cash,0,101.0 - Cash Drawer,16.00,0.00,39,Sales,1
314,2021-07-02,Ariel,Sales Receipt,Cash,0,400.1 - Revenue,0.00,16.00,39,Sales,0
315,2021-07-02,Ariel,Sales Receipt,Cash,0,120.0 - Inventory,0.00,3.19,39,Sales,0
316,2021-07-02,Ariel,Sales Receipt,Cash,0,400.6 - Inventory COS,3.19,0.00,39,Sales,0
327,2021-07-03,Farmers Mkt,fees,none,0,101.1 - Petty Cash,0.00,3.75,37,Cash,0
328,2021-07-03,Farmers Mkt,fees,none,0,400.7 - Fees COS,3.75,0.00,37,Cash,0
329,2021-06-22,Mountain Rose Herbs,Purchasing Receipt,none,0,120.0 - Inventory,63.93,0.00,19,Purchasing,0
330,2021-06-22,Mountain Rose Herbs,Purchasing Receipt,none,0,101.2 - Western State Bank - Checking,0.00,63.93,19,Purchasing,0
340,2021-07-06,Thrive Mkt,crackers,none,0,101.2 - Western State Bank - Checking,0.00,61.24,38,Cash,0
341,2021-07-06,Thrive Mkt,crackers,none,0,530.9 - Household,61.24,0.00,38,Cash,0
350,2021-06-01,Vision Source,glasses,none,0,101.2 - Western State Bank - Checking,0.00,224.50,41,Cash,0
351,2021-06-01,Vision Source,glasses,none,0,530.3 - Medical Exps,224.50,0.00,41,Cash,0
352,2021-06-03,social security,ss,none,0,101.2 - Western State Bank - Checking,954.00,0.00,42,Cash,0
353,2021-06-03,social security,ss,none,0,410.0 - Social Security pmnt,0.00,954.00,42,Cash,0
356,2021-06-03,Jason's Computer,acct package,none,0,101.2 - Western State Bank - Checking,0.00,25.00,44,Cash,0
357,2021-06-03,Jason's Computer,acct package,none,0,400.7 - Fees COS,25.00,0.00,44,Cash,0
358,2021-06-04,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,40.55,45,Cash,0
359,2021-06-04,St Francis Supers,food,none,0,530.9 - Household,40.55,0.00,45,Cash,0
360,2021-06-04,Savings,monthly transfer,none,0,101.2 - Western State Bank - Checking,0.00,56.00,46,Cash,0
361,2021-06-04,Savings,monthly transfer,none,0,101.3 - Western St Bank - Savings,56.00,0.00,46,Cash,0
362,2021-06-08,Aetna Health Ins,health ins,none,0,101.2 - Western State Bank - Checking,0.00,102.38,47,Cash,0
363,2021-06-08,Aetna Health Ins,health ins,none,0,530.3 - Medical Exps,102.38,0.00,47,Cash,0
364,2021-06-14,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,12.00,48,Cash,0
365,2021-06-14,St Francis Supers,food,none,0,530.9 - Household,12.00,0.00,48,Cash,0
366,2021-06-16,Sounds True,recording,none,0,101.2 - Western State Bank - Checking,0.00,39.18,49,Cash,0
367,2021-06-16,Sounds True,recording,none,0,530.9 - Household,39.18,0.00,49,Cash,0
370,2021-06-23,SWTOR,starwars - paypal,none,0,101.2 - Western State Bank - Checking,0.00,16.41,51,Cash,0
371,2021-06-23,SWTOR,starwars - paypal,none,0,530.9 - Household,16.41,0.00,51,Cash,0
372,2021-06-30,Western State Bank,fee,none,0,101.2 - Western State Bank - Checking,0.00,3.50,52,Cash,0
373,2021-06-30,Western State Bank,fee,none,0,530.9 - Household,3.50,0.00,52,Cash,0
374,2021-07-02,social security,ss,none,0,101.2 - Western State Bank - Checking,954.00,0.00,53,Cash,0
375,2021-07-02,social security,ss,none,0,410.0 - Social Security pmnt,0.00,954.00,53,Cash,0
376,2021-07-02,Savings,monthly transfer,none,0,101.2 - Western State Bank - Checking,0.00,56.00,54,Cash,0
377,2021-07-02,Savings,monthly transfer,none,0,101.3 - Western St Bank - Savings,56.00,0.00,54,Cash,0
378,2021-07-06,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,47.32,55,Cash,0
379,2021-07-06,St Francis Supers,food,none,0,530.9 - Household,47.32,0.00,55,Cash,0
382,2021-07-08,Aetna Health Ins,health ins,none,0,101.2 - Western State Bank - Checking,0.00,102.38,56,Cash,0
383,2021-07-08,Aetna Health Ins,health ins,none,0,530.3 - Medical Exps,102.38,0.00,56,Cash,0
386,2021-07-08,Jason Padgett,Jason rent,none,0,420.1 - Rent Income,0.00,350.00,8,General,0
387,2021-07-08,Jason Padgett,Mtg pmnt,none,0,230.1 - BankWest Mtg Loan,350.00,0.00,8,General,0
388,2021-07-08,Bank West,Loan mtg,none,1219,101.2 - Western State Bank - Checking,0.00,350.00,58,Cash,0
389,2021-07-08,Bank West,Loan mtg,none,1219,230.1 - BankWest Mtg Loan,350.00,0.00,58,Cash,0
400,2021-06-22,St Francis Supers,food,none,0,101.2 - Western State Bank - Checking,0.00,20.23,40,Cash,0
401,2021-06-22,St Francis Supers,food,none,0,530.9 - Household,20.23,0.00,40,Cash,0
404,2021-06-15,Owens hardware,lawn mower,none,0,101.2 - Western State Bank - Checking,0.00,317.54,59,Cash,0
405,2021-06-15,Owens hardware,lawn mower,none,0,530.9 - Household,317.54,0.00,59,Cash,0
406,2021-07-09,canon,ink,none,0,101.2 - Western State Bank - Checking,0.00,59.11,60,Cash,0
407,2021-07-09,canon,ink,none,0,400.2 - Shipping COS,59.11,0.00,60,Cash,0
408,2021-07-09,Webstaurant,Purchasing Receipt,none,0,120.0 - Inventory,52.51,0.00,20,Purchasing,0
409,2021-07-09,Webstaurant,Purchasing Receipt,none,0,101.2 - Western State Bank - Checking,0.00,52.51,20,Purchasing,0
410,2021-07-09,,Edit Inventory Item - Wisks mini,none,0,120.0 - Inventory,0.00,20.72,175,Inventory,0
411,2021-07-09,,Edit Inventory Item - Wisks mini,none,0,400.3 - Inventory Adj,20.72,0.00,175,Inventory,0
412,2021-07-09,,Edit Inventory Item - DeGreaser,none,0,120.0 - Inventory,0.00,2.95,88,Inventory,0
413,2021-07-09,,Edit Inventory Item - DeGreaser,none,0,400.3 - Inventory Adj,2.95,0.00,88,Inventory,0
416,2021-07-10,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,87.00,0.00,42,Sales,1
417,2021-07-10,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,87.00,42,Sales,0
418,2021-07-10,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,32.49,42,Sales,0
419,2021-07-10,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,32.49,0.00,42,Sales,0
430,2021-07-03,Farmers Mkt,Sales Receipt,none,0,101.0 - Cash Drawer,25.00,0.00,44,Sales,1
431,2021-07-03,Farmers Mkt,Sales Receipt,none,0,400.1 - Revenue,0.00,25.00,44,Sales,0
432,2021-07-03,Farmers Mkt,Sales Receipt,none,0,120.0 - Inventory,0.00,10.47,44,Sales,0
433,2021-07-03,Farmers Mkt,Sales Receipt,none,0,400.6 - Inventory COS,10.47,0.00,44,Sales,0
448,2021-07-16,,Edit Inventory Item - Ibormieth 1.5 oz,none,0,120.0 - Inventory,0.00,8.25,19,Inventory,0
449,2021-07-16,,Edit Inventory Item - Ibormieth 1.5 oz,none,0,400.3 - Inventory Adj,8.25,0.00,19,Inventory,0
450,2021-07-16,,Edit Inventory Item - Ibormeith Salve 1.5 oz,none,0,120.0 - Inventory,5.58,0.00,184,Inventory,0
451,2021-07-16,,Edit Inventory Item - Ibormeith Salve 1.5 oz,none,0,400.3 - Inventory Adj,0.00,5.58,184,Inventory,0
452,2021-07-17,,Add Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,30.00,0.00,187,Inventory,0
453,2021-07-17,,Add Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,0.00,30.00,187,Inventory,0
454,2021-07-17,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,0.00,27.00,187,Inventory,0
455,2021-07-17,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,27.00,0.00,187,Inventory,0
456,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,101.0 - Cash Drawer,46.00,0.00,47,Sales,1
457,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,400.1 - Revenue,0.00,46.00,47,Sales,0
458,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,120.0 - Inventory,0.00,14.76,47,Sales,0
459,2021-07-17,Farmers Mkt,Sales Receipt,Cash,0,400.6 - Inventory COS,14.76,0.00,47,Sales,0
462,2021-07-17,Farmers Mkt,fees,none,0,101.0 - Cash Drawer,0.00,7.00,61,Cash,1
463,2021-07-17,Farmers Mkt,fees,none,0,400.7 - Fees COS,7.00,0.00,61,Cash,0
466,2021-07-16,Owens hardware,brackets,none,0,101.2 - Western State Bank - Checking,0.00,6.02,63,Cash,0
467,2021-07-16,Owens hardware,brackets,none,0,530.9 - Household,6.02,0.00,63,Cash,0
468,2021-07-16,CRVS,cigs,none,0,101.2 - Western State Bank - Checking,0.00,9.82,64,Cash,0
469,2021-07-16,CRVS,cigs,none,0,530.9 - Household,9.82,0.00,64,Cash,0
470,2021-07-16,WellCare,Diabetes stuff,none,0,101.2 - Western State Bank - Checking,0.00,39.40,65,Cash,0
471,2021-07-16,WellCare,Diabetes stuff,none,0,530.3 - Medical Exps,39.40,0.00,65,Cash,0
472,2021-07-16,Krien Pharm,Diabetes stuff,none,0,101.2 - Western State Bank - Checking,0.00,45.23,66,Cash,0
473,2021-07-16,Krien Pharm,Diabetes stuff,none,0,530.3 - Medical Exps,45.23,0.00,66,Cash,0
486,2020-12-30,Inventory,fix jojoba adj,none,0,400.3 - Inventory Adj,0.00,20014.28,6,General,0
487,2020-12-30,Inventory,fix jojoba adj,none,0,300.1 - Pre period adjustments,20014.28,0.00,6,General,0
488,2021-07-21,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,120.0 - Inventory,2.50,0.00,187,Inventory,0
489,2021-07-21,,Edit Inventory Item - Tea Homegrown 1/2 oz,none,0,400.3 - Inventory Adj,0.00,2.50,187,Inventory,0
492,2021-06-03,Western State Bank,adj to bal 1418.92,none,0,300.1 - Pre period adjustments,0.00,1418.92,18,Cash,0
493,2021-06-03,Western State Bank,adj to bal 1418.92,none,0,101.3 - Western St Bank - Savings,1418.92,0.00,18,Cash,0
496,2021-07-23,,Edit Inventory Item - Lemon Oil 1/2 oz,none,0,120.0 - Inventory,4.75,0.00,80,Inventory,0
497,2021-07-23,,Edit Inventory Item - Lemon Oil 1/2 oz,none,0,400.3 - Inventory Adj,0.00,4.75,80,Inventory,0
498,2021-07-23,,Edit Inventory Item - Silkie Shampoo 12oz,none,0,120.0 - Inventory,0.00,5.92,69,Inventory,0
